,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
11502,827,2013-01-28 16:18:09,9,59,,,59,76,3,4.5,0,2.89,0.1521,4.24,8,48.8,1,16278,2,30,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11519,828,2013-04-28 13:00:13,5,219,,,219,1477,0,3.5,1,2.2,,4.43,18,135.0,0,6219,1,20,3,0,1,1,,56.73,1,,,,1.0,0.0,12.0,,,,,,,,,,,,,,,,,,,0,,0
11534,829,2013-05-18 23:55:05,14,100,,,100,5105,3,4.0,0,0.0,0.0329,5.31,6,300.55,0,7161,1,81,4,0,1,0,,363.02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11543,831,2012-11-16 22:50:04,24,216,,,92,2136,4,4.0,1,4.06,,5.33,19,120.3,1,27347,2,19,1,0,1,0,-4.376,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11570,832,2013-04-17 21:51:24,32,220,,,219,1230,3,3.5,0,5.83,0.4831,5.72,10,127.68,0,5677,6,16,2,0,1,0,,,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
11603,833,2013-05-12 01:40:25,22,92,,,216,2842,4,4.5,0,4.22,0.2707,5.32,14,138.86,0,25055,3,2,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11629,834,2013-03-09 06:44:20,14,100,,,100,1279,0,2.5,1,1.61,0.0305,4.83,22,77.77,0,14239,1,0,2,0,1,1,,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11649,835,2013-04-20 12:49:53,14,100,,,55,5705,2,4.0,1,5.09,0.2709,4.87,4,228.91,0,12231,4,106,4,0,1,0,,3332.9,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
11661,836,2013-03-18 13:24:58,5,219,2.94,150.93,219,15403,0,4.0,1,1.1,0.19399999999999998,4.26,3,76.0,0,14163,1,0,2,0,1,0,,1033.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11666,837,2013-05-28 12:23:49,5,219,,,219,40537,2,4.0,1,1.61,,4.43,8,85.0,0,19965,2,27,1,1,2,0,,112.43,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
11676,839,2013-01-11 09:21:19,14,100,,,100,3674,2,4.5,1,2.89,0.1873,4.83,13,83.27,0,3410,1,68,2,0,1,0,,37.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11709,840,2013-02-28 20:58:39,5,219,,,219,2137,3,4.0,0,4.04,0.1707,5.11,16,207.0,1,19982,5,112,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
11733,843,2013-05-27 11:10:37,5,100,,,219,7432,5,4.5,1,4.25,0.0698,6.21,31,375.0,0,7714,2,0,3,0,1,0,,121.13,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
11765,844,2013-05-21 03:39:07,22,92,,,59,8108,4,4.5,1,3.14,0.1035,5.73,8,87.31,1,22835,4,155,1,1,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11791,846,2013-04-14 19:24:20,5,219,,,219,9044,2,4.5,1,2.2,0.3661,4.35,4,109.0,0,9739,2,5,2,0,1,1,-11.4357,219.66,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
11802,848,2013-01-25 13:07:34,25,215,,,215,807,4,4.0,1,0.0,,4.87,3,59.24,0,1177,2,14,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11825,850,2013-01-01 11:49:45,5,137,,,219,1497,4,4.0,1,5.71,0.0613,5.77,27,261.0,0,23695,15,103,2,0,1,0,,,0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
11857,851,2013-01-07 18:14:15,5,219,,,230,9774,2,4.0,0,3.33,0.0494,5.19,6,159.0,0,21627,1,36,2,0,1,0,,1785.62,0,,,,0.0,0.0,,,,,,,,1.0,0.0,23.0,,,,,,,,,,0,,0
11876,853,2013-02-08 14:32:01,19,158,,,98,1801,5,4.5,0,4.28,0.0514,5.75,22,427.53,1,4460,4,10,2,0,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
11903,855,2013-05-29 20:17:31,5,23,,,31,54119,3,5.0,0,5.21,,4.73,9,161.0,0,25902,3,19,1,0,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,2.0,-1.0,0.0,2.0,,0.0,,,,,0,,0
11911,856,2013-04-14 07:25:56,5,219,,,219,1230,3,3.5,0,5.83,0.201,5.72,20,246.0,1,4562,3,1,2,0,1,0,,195.93,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
11943,857,2013-01-31 17:02:26,15,55,,,219,9086,2,3.5,1,2.77,0.0693,4.37,20,61.85,0,27742,3,6,2,0,1,0,-37.0285,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
11978,859,2013-01-11 08:42:34,16,31,,,31,3027,3,3.5,0,3.22,,4.8,18,54.7,0,4669,1,5,2,0,2,0,,299.54,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
12001,860,2012-12-07 13:31:54,5,219,3.17,134.93,219,361,4,4.5,1,4.01,0.0612,5.35,24,130.0,0,11235,1,0,2,0,1,1,,88.51,0,,,,,,,0.0,0.0,5.0,,,,0.0,0.0,5.0,,,,,,,-1.0,0.0,15.0,0,,0
12035,862,2013-04-14 21:10:50,5,219,,,219,12283,4,3.5,0,5.0,0.4572,5.42,8,219.0,1,25426,2,33,2,0,1,1,,1253.86,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
12066,863,2013-05-28 09:57:14,5,219,,,219,225,2,3.5,1,4.66,0.1959,4.9,29,169.0,0,26037,1,2,2,1,2,1,,316.4,1,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,17.0,,,,,,,-1.0,0.0,17.0,0,,0
12098,864,2012-12-10 08:36:17,5,219,,,219,1105,3,4.5,1,1.39,0.0014,4.66,2,139.0,0,19521,2,137,2,0,1,1,,224.87,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12131,867,2012-11-27 13:52:56,5,219,,,100,12167,2,3.0,0,1.1,0.0036,4.59,9,63.0,1,6792,4,30,2,0,1,1,,507.55,1,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,5.0,0,,0
12153,870,2013-04-29 14:18:32,5,219,,,219,12720,3,4.5,1,1.39,0.015,4.55,24,87.0,0,16701,1,8,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
12184,872,2013-03-14 00:28:12,11,220,,,103,4242,0,0.0,0,3.18,,4.73,21,143.86,0,546,2,15,2,0,1,1,,1420.93,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12202,873,2012-11-04 09:45:15,5,219,,,99,2382,5,0.0,1,5.52,0.0208,6.21,32,1162.0,0,13292,4,13,2,0,1,1,,5565.88,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
12233,874,2012-12-06 18:27:19,5,219,,,219,3084,4,4.0,1,5.72,,5.83,26,405.0,0,10024,1,1,3,3,2,1,,177.96,1,,,,,,,0.0,0.0,,0.0,0.0,42.0,0.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0
12265,875,2013-03-17 15:16:46,5,219,,,219,1698,3,4.0,1,1.39,,5.07,27,119.0,0,23605,1,16,8,0,4,0,,310.56,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
12297,877,2012-11-28 09:02:50,15,55,,,4,12002,4,4.5,0,0.0,,4.97,2,160.13,0,4095,1,178,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,,,,,0,,0
12308,878,2013-04-21 18:36:21,5,219,,,219,8646,2,3.5,1,2.2,0.0288,4.28,15,46.0,0,6296,1,2,1,0,1,0,,163.64,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
12338,879,2013-02-23 06:30:48,5,219,,,219,1311,4,4.5,1,0.69,0.0099,5.22,4,101.0,0,15764,2,34,2,0,1,1,,119.82,1,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
12370,881,2012-11-07 14:39:49,5,219,,,219,17361,2,3.0,1,1.39,0.0251,4.3,25,65.0,0,15571,1,1,1,0,1,1,,165.25,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,15.0,0,,0
12402,882,2012-12-02 15:33:08,5,219,,,219,453,2,2.5,0,4.22,0.1446,4.68,27,65.0,0,13870,1,15,3,2,1,0,,59.26,0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0
12435,883,2013-02-20 17:56:38,5,219,,,219,666,4,4.0,0,3.87,0.1936,5.54,7,153.0,1,7434,2,36,2,2,1,1,,81.14,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,23.0,,,,,,,0.0,0.0,,0,,0
12468,885,2013-03-11 13:34:34,14,100,,,55,8005,3,3.5,0,5.49,0.0687,5.41,20,120.87,0,10979,4,28,2,0,1,0,,3550.6,0,,,,,,,,,,,,,0.0,0.0,,-1.0,0.0,5.0,1.0,0.0,13.0,,,,0,,0
12499,887,2013-03-16 10:53:11,5,219,,,219,13443,3,4.0,0,3.43,0.2886,5.15,12,199.0,0,4041,1,0,2,0,1,1,-9.3321,1.14,0,,,,-1.0,0.0,26.0,-1.0,0.0,26.0,,,,-1.0,-1.0,8.0,,,,,,,-1.0,-1.0,26.0,0,,0
12516,888,2012-12-12 12:21:33,5,219,,,219,13623,4,4.0,1,2.48,0.0451,5.13,20,99.0,0,20535,3,12,2,1,1,0,,313.85,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
12539,891,2013-06-05 13:32:36,14,100,,,100,10737,4,4.0,1,1.79,0.1305,0.0,6,598.36,0,14161,2,14,2,0,1,0,,151.8,1,,,,-1.0,0.0,36.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
12547,892,2013-03-10 09:45:43,5,219,,,215,3122,4,4.5,1,6.06,0.5561,5.22,14,131.0,1,10778,1,108,2,0,1,0,,4413.71,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12575,893,2012-11-21 17:07:58,29,132,,,31,10456,5,4.5,0,0.0,0.0181,4.79,2,263.02,1,17147,6,52,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12605,896,2013-05-09 22:14:57,5,2,,,219,893,3,3.5,1,2.83,0.0438,4.98,24,126.0,0,23246,1,16,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
12641,897,2013-02-11 15:40:02,5,219,,,219,4503,5,4.5,1,5.16,0.2776,5.93,36,377.0,1,9402,3,4,2,0,1,1,,345.08,0,,,,0.0,0.0,,-1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
12674,898,2013-05-17 10:15:05,5,219,,,219,1437,3,3.0,1,1.79,,4.7,32,95.0,0,15588,1,0,2,0,1,1,,7.57,0,,,,-1.0,0.0,12.0,-1.0,0.0,12.0,,,,,,,,,,,,,-1.0,0.0,12.0,0,,0
12708,899,2013-01-16 16:50:06,5,39,,,14,1750,5,0.0,1,3.97,,5.56,15,341.0,0,23135,2,0,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12738,902,2013-05-11 10:45:42,19,158,,,158,2836,2,1.5,0,2.83,,3.89,30,41.26,1,6204,4,190,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12766,904,2013-02-04 15:25:24,5,219,,,219,4396,0,2.0,0,0.0,,4.89,14,195.0,0,1882,2,32,2,0,1,1,-46.4143,333.72,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12779,905,2013-01-14 09:07:02,5,219,,,219,18631,3,4.0,1,2.89,0.0402,5.67,7,200.0,1,12582,8,87,2,3,1,0,,3722.12,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
12810,906,2013-04-04 10:17:22,5,219,,,219,1885,2,1.0,1,1.79,,4.47,33,69.0,0,12296,1,0,1,0,1,1,,323.54,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
12843,907,2012-12-04 08:04:17,5,100,,,219,6402,3,3.5,0,2.56,0.0456,5.15,21,275.0,0,2906,3,28,2,0,1,0,,335.83,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0
12875,909,2013-03-19 23:43:18,14,100,4.94,372.84,219,2770,4,4.5,1,2.64,0.0136,5.1,37,169.46,0,26458,1,12,4,4,2,0,,134.42,0,,,,,,,,1.0,,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,5.0,0,,0
12909,910,2012-11-17 14:40:02,5,219,,,219,4691,2,3.0,1,1.79,,4.2,2,36.0,0,23220,1,2,2,0,1,0,,791.29,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
12924,912,2013-03-15 10:36:16,24,216,,,219,6742,3,4.0,1,2.83,0.0952,4.47,9,79.69,0,22134,1,67,1,0,1,0,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
12953,913,2013-06-01 11:26:39,5,219,,,219,5121,2,3.5,1,4.92,,4.98,27,140.0,0,8850,1,1,2,0,1,0,,0.77,1,,,,0.0,0.0,21.0,0.0,0.0,21.0,,,,-1.0,0.0,18.0,,,,,,,-1.0,0.0,18.0,0,,0
12982,914,2013-05-14 14:38:08,16,31,,,31,2515,4,3.5,0,4.7,0.3521,5.22,18,169.25,0,11189,3,37,2,0,1,1,,197.89,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13012,915,2013-04-23 09:59:22,16,31,,,31,11484,4,3.5,0,2.77,0.039,4.75,22,148.21,0,20244,1,29,2,0,1,0,,135.42,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13042,916,2012-12-31 12:11:04,15,55,,,55,4047,4,4.0,1,0.0,0.0391,5.37,9,141.37,1,10010,1,6,1,1,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13075,917,2013-01-15 21:02:27,24,216,,,219,1311,4,4.5,1,0.69,0.0099,5.18,19,187.61,0,15764,1,86,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13103,918,2013-03-17 10:33:23,5,219,,,55,14172,2,3.5,0,5.3,0.4357,4.87,10,124.0,0,25801,2,26,1,0,1,1,,3666.38,0,,,,,,,,,,,,,,,,,,,,-1.0,,,,,0,,0
13119,919,2012-12-06 16:25:36,18,129,4.0,70.06,129,11218,4,4.0,1,4.86,0.0459,5.36,25,108.92,1,16086,1,25,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
13152,921,2013-06-10 07:19:18,5,219,,,219,5148,3,4.5,1,3.3,,0.0,6,119.0,0,150,4,32,1,0,1,1,,355.09,1,,,,1.0,0.0,10.0,1.0,0.0,10.0,,,,,,,,,,,,,1.0,0.0,10.0,0,,0
13186,922,2013-01-04 16:10:29,5,219,,,219,5853,3,4.0,1,2.2,0.6677,4.6,2,79.0,0,6892,2,38,1,0,1,0,,59.78,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13219,923,2013-01-02 08:20:38,15,55,,,55,13411,4,3.5,1,2.94,,4.7,7,76.4,0,26870,1,8,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
13227,925,2013-03-18 16:50:26,5,219,,,219,832,2,3.0,1,0.0,0.0296,4.09,1,81.0,0,1537,2,207,1,1,2,1,,122.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13234,926,2013-06-15 18:03:40,15,55,,,215,7085,5,3.5,0,0.0,0.0004,0.0,3,163.34,0,8442,2,48,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13242,927,2012-12-21 11:05:30,5,219,,,219,1263,3,4.0,1,0.0,0.1877,4.72,2,119.0,0,15806,3,1,2,2,1,1,,892.88,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,,0,,0
13276,928,2013-04-08 13:50:47,15,55,,,60,2275,5,4.5,1,5.81,0.193,5.49,7,144.93,0,28150,2,46,2,0,1,1,,,0,1.0,0.0,20.0,,,,,,,,,,1.0,0.0,4.0,,,,1.0,0.0,4.0,,,,1,338.13,1
13306,929,2013-03-14 09:08:07,15,55,,,129,12381,4,4.5,1,4.51,0.0326,4.8,9,120.66,1,19968,3,57,1,1,1,1,,,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
13337,932,2013-01-02 22:01:57,32,220,4.0,246.15,219,14082,4,4.0,1,4.29,0.239,5.33,24,113.46,0,8192,4,104,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13370,934,2012-11-04 21:56:00,5,219,,,219,666,4,4.0,0,3.87,0.1936,5.56,26,179.0,0,7434,1,17,1,0,1,0,,620.46,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
13402,935,2013-06-07 21:58:28,5,219,,,219,7532,4,4.5,0,2.83,,0.0,4,349.0,0,8556,2,2,1,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13434,936,2013-04-15 05:31:21,5,219,,,219,962,3,4.0,1,3.64,0.1152,4.6,4,72.0,1,8993,1,20,2,0,1,0,,227.06,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13467,938,2013-01-07 22:11:38,5,219,,,219,1736,3,4.0,0,3.37,0.262,5.03,32,109.0,0,20874,1,1,1,0,1,0,,51.48,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,14.0,1,,0
13502,940,2013-02-27 05:51:00,14,100,,,100,20173,3,4.5,1,1.79,0.0013,5.49,4,145.66,0,982,2,14,1,1,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
13508,941,2013-03-07 14:26:40,5,219,,,219,4113,1,2.0,0,3.14,0.0668,4.77,26,59.0,0,16858,1,36,2,0,1,1,,1019.26,1,,,,-1.0,0.0,17.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13540,942,2013-06-13 07:49:27,5,219,,,219,63,3,4.0,1,2.48,0.0307,0.0,3,79.0,0,4324,1,2,2,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13574,943,2013-03-23 13:37:07,15,55,,,31,1442,4,3.5,0,5.12,0.1557,4.96,15,138.59,0,23445,2,63,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13593,944,2013-04-26 19:28:20,5,219,,,219,6214,3,3.0,1,1.39,0.1142,4.41,15,76.0,1,2715,6,145,2,1,1,0,,928.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13625,946,2012-12-21 12:46:54,5,219,,,219,1120,4,4.0,0,3.58,0.1154,5.37,9,179.0,0,9265,1,5,2,0,1,0,,86.87,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13659,947,2013-05-27 19:47:19,15,55,3.67,205.51,60,758,4,4.0,0,5.85,0.6665,5.16,12,185.72,0,20446,3,91,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13689,948,2012-11-21 11:39:53,32,220,,,117,392,3,3.5,0,4.06,0.0131,4.15,20,28.0,1,1588,3,73,2,0,1,1,,4563.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13712,949,2012-12-10 07:28:04,14,100,,,219,3323,3,4.5,1,3.91,,5.32,28,141.94,0,1137,2,3,1,0,1,1,,392.56,0,,,,0.0,0.0,,-1.0,0.0,6.0,,,,1.0,0.0,19.0,,,,,,,0.0,0.0,,0,,0
13745,950,2013-04-28 02:38:52,15,50,,,55,2659,4,4.5,0,2.48,0.0086,5.04,18,162.46,1,24752,3,19,2,0,1,1,,6063.57,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
13776,951,2013-01-04 14:46:55,22,92,,,92,9632,3,4.0,0,2.3,0.0934,4.36,6,59.83,0,19390,1,1,2,0,1,1,,,0,,,,,,,,,,-1.0,0.0,5.0,-1.0,1.0,14.0,,,,,,,,,,0,,0
13794,952,2013-04-17 08:22:50,5,178,,,178,18195,3,1.0,0,1.1,0.0387,4.26,1,81.0,0,6789,2,8,3,0,2,1,,,1,,,,,,,,,,,,,,,,-1.0,0.0,19.0,0.0,1.0,,,,,0,,0
13800,953,2013-04-03 09:46:23,5,219,,,219,6435,4,4.5,1,2.94,0.2054,5.47,6,219.0,0,7082,1,11,4,0,2,0,,21.42,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
13824,955,2013-02-12 08:30:22,32,220,,,60,6344,4,4.5,0,5.93,0.5136,4.82,30,185.45,0,20446,2,46,2,0,1,1,,10006.09,0,0.0,0.0,3.0,,,,,,,,,,1.0,0.0,3.0,,,,1.0,0.0,3.0,,,,0,,0
13853,956,2013-02-11 11:10:45,5,219,,,219,154,3,3.5,1,0.69,0.0002,4.81,12,189.0,0,23904,5,98,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13886,958,2013-04-30 22:07:24,15,149,,,99,15077,4,4.5,0,3.66,0.3823,5.76,2,167.73,0,24385,1,124,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13891,961,2013-01-21 11:52:32,24,219,,,219,6271,4,4.5,1,4.52,0.3571,5.33,9,190.06,0,4072,7,31,1,0,1,0,,273.27,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
13919,962,2013-05-29 12:01:00,24,216,,,216,28978,4,4.0,0,1.79,0.3284,4.73,3,69.2,1,4886,2,1,1,0,1,1,,,0,,,,1.0,0.0,29.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
13939,964,2013-05-19 20:47:29,5,219,,,219,4817,3,4.0,1,1.1,0.0988,4.95,12,91.0,0,10257,2,29,2,2,1,0,,205.59,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
13969,968,2013-01-20 15:39:53,16,31,,,99,12535,4,3.5,0,5.02,0.18600000000000003,5.68,14,130.51,1,4440,3,12,4,0,2,1,,199.63,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14001,969,2013-06-13 13:02:54,14,100,,,100,3724,3,3.5,1,4.22,0.1163,0.0,21,166.35,0,21871,1,1,2,1,1,1,,38.22,0,,,,1.0,0.0,12.0,1.0,0.0,13.0,,,,0.0,0.0,,,,,,,,,,,0,,0
14029,972,2013-05-17 08:22:59,32,220,,,129,1127,2,4.0,0,5.2,0.0458,4.24,27,88.56,0,19968,2,87,2,0,1,0,,9756.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14059,974,2013-04-26 10:23:27,5,219,,,219,1990,3,4.5,1,0.69,0.0201,4.94,37,93.0,0,10032,2,39,2,0,1,0,,1266.76,0,,,,,,,-1.0,0.0,10.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0
14093,976,2013-01-07 16:06:53,32,220,,,81,596,5,4.5,1,2.2,0.1898,6.06,2,414.87,0,6460,2,35,1,0,1,0,-31.4753,4297.45,0,,,,0.0,0.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,0,,0
14125,978,2013-02-11 11:39:41,5,219,,,219,5961,4,4.5,1,2.08,0.0225,6.1,9,407.0,0,17713,4,30,2,1,1,0,-13.5588,377.94,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,,0
14152,979,2012-12-17 21:37:18,15,55,,,219,14082,4,4.0,1,4.29,0.239,5.34,21,140.98,0,8192,2,210,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14185,981,2012-12-30 01:00:37,5,219,,,219,9169,3,3.5,1,1.61,0.0298,5.05,10,171.0,0,27192,5,7,1,0,1,0,,44.89,1,,,,,,,-1.0,0.0,7.0,,,,-1.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,,0
14215,982,2013-06-17 21:29:40,18,129,,,129,5164,4,0.0,0,1.1,,0.0,9,141.69,0,19968,2,46,2,0,1,1,,195.68,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14247,983,2013-06-24 09:07:48,5,219,,,219,361,4,4.5,1,4.01,0.0081,0.0,33,159.0,0,11580,2,3,4,1,2,1,,213.25,1,,,,,,,1.0,0.0,13.0,,,,1.0,0.0,13.0,,,,,,,0.0,0.0,12.0,0,,0
14279,986,2013-06-04 12:55:26,5,219,,,219,8558,2,3.5,1,1.61,0.0144,0.0,16,69.0,0,3482,2,1,2,0,1,0,,3.68,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14312,989,2013-03-07 12:35:24,24,216,,,129,8954,0,4.0,0,1.61,0.0006,4.79,24,81.03,0,2343,1,3,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14340,990,2013-01-08 11:13:59,5,219,,,219,6532,2,4.0,1,1.95,0.1307,4.59,16,70.0,0,16823,1,0,3,0,3,0,,718.11,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,-1.0,0.0,25.0,0,,0
14372,993,2013-05-08 08:05:52,5,219,,,219,14778,4,4.0,1,2.08,,5.52,7,299.0,0,28010,2,0,1,0,1,0,,753.28,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14379,997,2012-11-11 15:31:45,5,219,,,219,1110,2,4.0,1,1.39,0.0025,4.03,32,69.0,0,6655,2,20,2,0,1,1,,198.73,0,,,,0.0,0.0,,1.0,0.0,26.0,,,,,,,,,,,,,0.0,0.0,,0,,0
14412,998,2013-01-17 09:01:27,5,219,,,219,109,2,3.5,1,3.22,0.0296,4.72,35,210.0,0,13870,1,7,1,2,1,1,,85.24,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
14444,999,2013-04-08 09:13:20,15,55,,,215,10372,4,3.0,0,3.09,0.0212,4.86,27,79.33,0,13647,1,17,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,10.0,,,,,,,0,,0
